id,ad_ry_mean,md_ry_mean,bt_ry_mean
3153,1440,1657,1566
3154,206,219,242
3155,712,657,726
3156,170,173,204
3157,1832,1834,1624
3158,292,299,298
3159,1483,1380,1264
3160,964,1066,1080
3161,1315,1526,1259
3162,270,332,337
3163,367,370,376
3164,273,311,317
3165,308,337,307
3166,100,108,141
3167,265,274,326
3168,262,251,228
3169,26,19,34
3170,31,26,55
3171,57,50,64
3172,27,22,42
3173,74,62,101
3174,192,174,193
3175,364,378,328
3176,179,138,120
3177,67,57,87
3178,43,36,56
3179,137,113,137
3180,42,36,55
3181,318,305,273
3182,170,135,164
3183,44,39,75
3184,67,62,90
3185,91,88,103
3186,27,22,42
3187,105,91,101
3188,40,29,48
3189,52,53,73
3190,95,84,80
3191,671,651,487
3192,219,236,227
3193,117,113,107
3194,635,646,496
3195,574,620,523
3196,349,351,326
3197,579,598,537
3198,136,127,124
3199,1271,1264,1050
3200,157,152,153
3201,1489,1499,1102
3202,255,269,255
3203,375,391,371
3204,361,390,375
3205,1397,1412,1042
3206,315,322,312
3207,339,340,317
3208,522,499,406
3209,271,289,249
3210,239,222,201
3211,211,219,225
3212,117,108,101
3213,298,292,270
3214,163,165,180
3215,97,92,88
3216,314,276,253
3217,361,360,311
3218,229,223,246
3219,342,354,319
3220,87,84,86
3221,611,587,560
3222,106,108,103
3223,754,798,640
3224,139,133,132
3225,220,216,202
3226,196,201,209
3227,689,726,624
3228,267,261,271
3229,209,196,204
3230,219,238,223
3231,155,138,142
3232,121,116,118
3233,130,126,136
3234,75,67,69
3235,660,638,462
3236,284,309,258
3237,123,137,120
3238,927,863,617
3239,477,532,461
3240,260,298,279
3241,507,530,481
3242,163,174,157
3243,1054,1101,845
3244,185,189,161
3245,1056,1107,875
3246,204,215,198
3247,314,334,318
3248,319,378,346
3249,909,947,797
3250,372,403,346
3251,253,282,259
3252,377,416,312
3253,280,313,247
3254,205,215,199
3255,214,262,252
3256,124,133,105
3257,109,115,102
3258,43,45,57
3259,26,29,37
3260,93,90,87
3261,88,91,117
3262,67,73,83
3263,121,130,146
3264,24,27,32
3265,156,160,180
3266,29,31,41
3267,252,272,289
3268,40,47,54
3269,67,66,103
3270,56,47,90
3271,265,266,316
3272,62,68,72
3273,54,65,63
3274,45,56,54
3275,53,55,52
3276,30,35,48
3277,48,51,59
3278,24,26,27
3279,549,542,450
3280,209,216,232
3281,165,171,167
3282,456,458,386
3283,448,479,455
3284,230,240,315
3285,497,527,498
3286,144,148,166
3287,698,753,673
3288,139,139,155
3289,1031,1062,897
3290,252,262,253
3291,449,469,431
3292,364,373,398
3293,1089,1089,932
3294,348,386,353
3295,315,373,329
3296,242,289,289
3297,389,457,345
3298,165,164,194
3299,262,312,305
3300,164,160,149
3301,336,352,324
3302,154,162,182
3303,107,112,118
3304,231,250,253
3305,283,300,308
3306,221,241,229
3307,392,442,434
3308,104,104,121
3309,475,449,561
3310,95,94,109
3311,623,632,644
3312,166,181,183
3313,272,301,316
3314,244,269,281
3315,626,635,692
3316,254,276,251
3317,227,261,234
3318,203,228,220
3319,122,141,145
3320,77,84,110
3321,105,118,136
3322,74,73,93
3323,470,489,493
3324,205,204,231
3325,156,158,159
3326,867,861,704
3327,385,393,480
3328,308,319,315
3329,372,424,521
3330,115,113,142
3331,779,852,966
3332,151,142,148
3333,788,876,911
3334,217,219,242
3335,412,417,440
3336,282,308,379
3337,747,838,963
3338,446,462,436
3339,382,394,376
3340,219,251,280
3341,366,407,370
3342,169,179,184
3343,204,233,239
3344,128,136,139
3345,654,615,459
3346,238,258,214
3347,72,82,70
3348,653,611,455
3349,516,575,452
3350,364,393,312
3351,560,548,450
3352,73,81,76
3353,1002,1005,866
3354,172,175,142
3355,1126,1100,886
3356,216,210,189
3357,452,440,360
3358,388,413,329
3359,1389,1338,1018
3360,335,322,302
3361,376,399,330
3362,352,374,294
3363,271,271,238
3364,256,243,220
3365,187,198,210
3366,86,86,80
3367,218,226,251
3368,565,499,480
3369,220,216,211
3370,100,96,126
3371,382,393,411
3372,510,511,549
3373,898,1042,1312
3374,474,460,450
3375,1515,1555,1774
3376,773,820,1012
3377,853,856,966
3378,457,449,393
3379,523,544,909
3380,1467,1614,1777
3381,533,491,665
3382,263,282,357
3383,403,424,491
3384,423,415,398
3385,564,560,502
3386,135,127,156
3387,520,529,488
3388,535,530,434
3389,491,441,447
3390,229,194,195
3391,267,213,236
3392,106,78,112
3393,500,447,449
3394,268,235,289
3395,646,573,672
3396,156,130,158
3397,162,141,210
3398,109,92,115
3399,876,780,805
3400,228,185,258
3401,461,415,486
3402,466,407,498
3403,526,477,560
3404,151,144,178
3405,257,228,289
3406,162,154,181
3407,117,87,132
3408,113,99,116
3409,538,471,506
3410,112,93,103
3411,215,253,210
3412,138,160,136
3413,55,65,71
3414,91,95,96
3415,155,179,179
3416,129,146,166
3417,287,326,314
3418,60,62,77
3419,92,88,105
3420,33,34,47
3421,433,445,397
3422,62,68,94
3423,211,212,214
3424,197,203,218
3425,264,288,299
3426,62,68,95
3427,127,156,145
3428,53,64,81
3429,39,48,62
3430,60,68,80
3431,120,141,132
3432,38,39,52
3433,143,140,158
3434,90,95,108
3435,106,111,100
3436,540,504,343
3437,305,324,354
3438,238,231,233
3439,752,729,629
3440,227,220,179
3441,1391,1495,1244
3442,352,362,295
3443,852,839,693
3444,308,318,244
3445,576,586,484
3446,318,350,336
3447,734,738,667
3448,514,509,477
3449,448,450,369
3450,730,728,509
3451,355,355,264
3452,316,320,256
3453,155,164,165
3454,122,133,102
3455,145,143,206
3456,292,303,306
3457,409,413,385
3458,542,528,487
3459,509,513,562
3460,181,189,233
3461,623,622,657
3462,279,284,295
3463,1491,1404,1383
3464,277,271,272
3465,489,476,546
3466,210,211,251
3467,743,790,750
3468,525,513,589
3469,481,469,577
3470,832,843,753
3471,422,416,395
3472,301,311,306
3473,648,639,529
3474,316,317,314
3475,369,378,362
3476,340,364,332
3477,62,55,102
3478,91,93,95
3479,81,76,93
3480,55,51,88
3481,147,118,196
3482,94,97,115
3483,135,132,157
3484,67,64,86
3485,510,446,574
3486,111,113,115
3487,268,272,304
3488,127,106,123
3489,151,148,177
3490,156,165,225
3491,268,253,315
3492,104,105,132
3493,138,151,165
3494,124,111,128
3495,99,98,107
3496,61,60,86
3497,63,61,103
3498,72,65,85
3499,189,198,292
3500,269,274,407
3501,311,325,401
3502,180,220,324
3503,531,580,831
3504,548,566,622
3505,1506,1696,1979
3506,695,742,801
3507,5179,5041,4430
3508,1612,1609,1358
3509,1940,1968,1910
3510,944,908,909
3511,1567,1662,1837
3512,1194,1343,1568
3513,1309,1307,1352
3514,801,785,884
3515,1170,1092,1141
3516,1013,1065,935
3517,1496,1550,1227
3518,338,345,413
3519,257,274,375
3520,672,675,694
3521,175,167,242
3522,274,286,369
3523,302,294,347
3524,336,321,438
3525,352,384,510
3526,307,294,451
3527,743,813,1022
3528,346,344,423
3529,2017,2164,2132
3530,251,248,292
3531,626,641,896
3532,249,253,328
3533,728,755,882
3534,878,949,1045
3535,546,590,817
3536,822,803,881
3537,426,459,532
3538,377,383,490
3539,615,622,689
3540,155,147,232
3541,288,293,422
3542,421,435,506
3543,133,132,182
3544,315,310,282
3545,231,227,219
3546,125,117,174
3547,265,280,325
3548,327,319,339
3549,604,602,634
3550,269,265,264
3551,1804,1757,1457
3552,279,286,243
3553,819,805,754
3554,290,291,278
3555,581,566,576
3556,656,648,661
3557,737,762,722
3558,535,550,491
3559,351,360,346
3560,443,441,363
3561,346,359,362
3562,144,134,169
3563,202,219,253
3564,234,234,208
3565,118,103,134
3566,18,16,26
3567,23,20,24
3568,217,188,196
3569,35,31,39
3570,53,41,60
3571,279,272,282
3572,70,55,63
3573,755,725,582
3574,23,18,24
3575,327,274,305
3576,31,30,40
3577,236,190,220
3578,119,94,135
3579,297,249,275
3580,50,44,53
3581,38,33,47
3582,49,41,52
3583,106,90,98
3584,24,20,25
3585,29,30,35
3586,39,34,38
3587,133,123,161
3588,245,235,235
3589,128,114,159
3590,117,103,154
3591,264,266,374
3592,197,215,247
3593,487,469,589
3594,196,163,187
3595,1959,1810,2396
3596,319,281,309
3597,611,606,608
3598,202,213,219
3599,432,425,510
3600,374,357,446
3601,640,650,598
3602,428,416,441
3603,313,325,355
3604,538,537,457
3605,336,330,367
3606,143,141,168
3607,132,126,182
3608,182,170,169
3609,289,266,260
3610,114,125,173
3611,163,156,181
3612,414,381,392
3613,183,198,300
3614,226,237,271
3615,774,716,728
3616,327,281,288
3617,1709,1489,1844
3618,153,139,176
3619,853,774,822
3620,166,176,201
3621,715,681,711
3622,470,443,577
3623,1140,1050,954
3624,361,345,371
3625,336,336,358
3626,388,386,375
3627,848,758,665
3628,141,138,156
3629,182,179,215
3630,460,393,401
3631,257,246,219
3632,71,75,81
3633,52,50,60
3634,350,365,270
3635,231,228,231
3636,86,93,109
3637,223,213,226
3638,44,41,50
3639,330,324,328
3640,55,57,60
3641,225,207,212
3642,72,70,76
3643,122,118,120
3644,103,97,111
3645,111,112,115
3646,103,104,107
3647,138,140,132
3648,92,87,91
3649,103,99,99
3650,113,110,100
3651,125,125,117
3652,69,66,62
3653,50,43,75
3654,36,35,71
3655,28,21,42
3656,13,11,27
3657,65,57,108
3658,124,113,170
3659,159,144,226
3660,40,36,66
3661,178,138,250
3662,30,23,48
3663,229,176,272
3664,84,71,112
3665,113,100,146
3666,195,158,255
3667,237,203,313
3668,87,71,117
3669,69,57,106
3670,64,47,85
3671,29,23,49
3672,16,11,32
3673,30,26,57
3674,25,19,34
3675,15,9,19
3676,33,26,48
3677,23,19,28
3678,17,12,26
3679,40,41,72
3680,77,68,106
3681,194,172,254
3682,11,8,21
3683,46,35,42
3684,15,12,21
3685,197,164,183
3686,59,47,70
3687,108,101,124
3688,117,104,154
3689,180,149,182
3690,72,69,92
3691,119,116,147
3692,24,18,43
3693,37,35,50
3694,11,9,19
3695,36,36,59
3696,27,21,34
3697,130,144,197
3698,64,67,116
3699,59,53,88
3700,82,82,116
3701,280,249,362
3702,354,338,365
3703,367,373,464
3704,91,82,106
3705,653,556,813
3706,119,112,121
3707,1124,1068,1149
3708,241,253,281
3709,291,264,372
3710,784,654,838
3711,804,774,925
3712,217,212,269
3713,254,261,300
3714,272,261,287
3715,110,102,135
3716,159,155,196
3717,108,115,157
3718,74,69,110
3719,33,29,51
3720,104,94,114
3721,196,168,150
3722,26,22,41
3723,184,191,230
3724,121,107,144
3725,519,488,535
3726,345,305,286
3727,211,195,245
3728,146,130,128
3729,206,195,216
3730,89,75,104
3731,686,622,613
3732,344,337,355
3733,242,227,294
3734,78,67,102
3735,141,134,166
3736,122,130,138
3737,403,348,310
3738,62,52,88
3739,128,109,135
3740,249,215,227
3741,118,128,202
3742,126,129,171
3743,103,102,149
3744,112,109,154
3745,178,161,274
3746,370,341,415
3747,306,303,446
3748,109,99,162
3749,309,282,457
3750,100,92,152
3751,487,473,557
3752,240,224,305
3753,390,344,490
3754,496,435,574
3755,579,549,783
3756,207,190,287
3757,213,203,289
3758,146,140,207
3759,88,89,164
3760,87,84,140
3761,145,152,235
3762,82,73,142
3763,75,85,102
3764,130,135,139
3765,37,35,52
3766,33,34,55
3767,171,160,223
3768,176,169,183
3769,351,318,297
3770,57,55,70
3771,312,279,303
3772,113,117,106
3773,660,599,472
3774,131,131,142
3775,326,285,290
3776,306,275,271
3777,341,285,316
3778,114,119,143
3779,124,140,147
3780,165,162,174
3781,58,49,81
3782,93,87,94
3783,92,96,114
3784,55,49,57
3807,285,270,252
3808,236,217,214
3809,53,50,53
3810,68,60,85
3811,571,540,435
3812,554,521,429
3813,406,383,392
3814,56,59,68
3815,1004,870,842
3816,225,216,184
3817,978,866,755
3818,284,274,257
3819,388,375,357
3820,514,485,419
3821,809,744,697
3822,411,375,332
3823,345,340,309
3824,483,454,355
3825,105,108,117
3826,267,261,210
3827,129,133,147
3828,72,71,62
3829,223,209,241
3830,253,271,276
3831,158,162,185
3832,344,328,322
3833,389,420,458
3834,174,172,223
3835,463,474,503
3836,129,121,171
3837,788,819,758
3838,164,162,173
3839,417,416,470
3840,140,140,172
3841,422,431,440
3842,379,381,416
3843,269,269,354
3844,233,234,250
3845,285,292,305
3846,121,127,170
3847,198,208,223
3848,245,250,238
3849,188,194,223
3850,252,250,233
3851,108,106,181
3852,138,138,215
3853,112,99,150
3854,52,55,121
3855,325,285,367
3856,623,529,593
3857,492,493,604
3858,154,143,220
3859,588,533,565
3860,271,241,267
3861,665,619,672
3862,194,203,255
3863,447,398,492
3864,905,783,874
3865,331,347,458
3866,191,181,237
3867,442,413,444
3868,249,249,290
3869,133,143,180
3870,172,173,204
3871,263,262,349
3872,80,68,126
3873,15,9,25
3874,42,34,52
3875,83,68,78
3876,13,8,26
3877,44,42,70
3878,68,63,93
3879,198,176,173
3880,47,37,58
3881,34,22,56
3882,19,12,25
3883,58,49,83
3884,47,40,63
3885,106,93,108
3886,154,147,147
3887,34,24,51
3888,61,50,79
3889,197,201,193
3890,13,8,24
3891,40,33,51
3892,38,28,50
3893,125,130,122
3894,56,46,62
3895,69,57,123
3896,232,212,258
3897,220,208,266
3898,77,69,129
3899,786,670,734
3900,190,198,263
3901,382,363,505
3902,473,372,406
3903,462,410,480
3904,153,144,180
3905,400,368,433
3906,161,163,225
3907,732,650,797
3908,630,510,692
3909,234,234,365
3910,150,150,213
3911,262,236,306
3912,109,104,168
3913,127,115,164
3914,376,343,321
3915,369,319,368
3916,108,95,140
3917,203,185,276
3918,601,583,522
3919,593,576,517
3920,157,146,220
3921,899,855,905
3922,427,450,497
3923,463,459,747
3924,410,428,440
3925,742,689,1044
3926,318,305,294
3927,829,771,1066
3928,291,269,367
3929,754,709,935
3930,719,690,996
3931,610,559,1005
3932,394,408,448
3933,692,730,668
3934,283,285,393
3935,233,243,261
3936,937,902,746
3937,519,525,528
3938,272,252,274
3939,33,32,31
3940,691,563,473
3941,57,51,45
3942,88,77,80
3943,294,281,254
3944,120,102,109
3945,247,232,211
3946,119,111,93
3947,370,284,262
3948,33,29,27
3949,519,410,372
3950,69,61,61
3951,541,482,420
3952,485,412,386
3953,255,228,207
3954,235,213,188
3955,207,200,168
3956,108,89,89
3957,166,157,143
3958,323,262,219
3959,130,137,123
3960,37,31,26
3961,39,24,50
3962,98,98,109
3963,71,47,75
3964,54,46,73
3965,257,226,269
3966,135,118,155
3967,166,149,183
3968,91,70,96
3969,183,156,220
3970,99,86,83
3971,205,166,186
3972,71,52,86
3973,303,287,297
3974,210,196,252
3975,149,120,167
3976,37,30,61
3977,159,153,149
3978,75,53,98
3979,20,13,34
3980,327,285,248
3981,188,164,172
3982,18,12,29
3983,206,238,333
3984,47,46,91
3985,54,50,78
3986,44,39,70
3987,109,98,164
3988,193,182,257
3989,274,240,307
3990,115,91,134
3991,290,260,331
3992,107,97,126
3993,530,522,477
3994,161,147,203
3995,182,153,224
3996,553,419,512
3997,252,234,314
3998,162,153,213
3999,190,177,225
4000,81,75,115
4001,38,33,61
4002,46,43,83
4003,98,102,139
4004,17,14,27
4005,144,140,139
4006,97,94,86
4007,76,75,70
4008,80,78,81
4009,230,221,240
4010,157,157,154
4011,179,177,164
4012,46,45,52
4013,578,548,457
4014,157,162,122
4015,425,453,359
4016,100,95,86
4017,134,129,116
4018,126,123,122
4019,377,382,333
4020,228,224,217
4021,311,317,282
4022,130,111,111
4023,119,107,99
4024,119,109,93
4025,271,283,249
4026,82,84,72
4027,172,176,214
4028,224,196,232
4029,123,128,135
4030,164,171,203
4031,219,240,317
4032,143,140,168
4033,396,360,410
4034,154,149,161
4035,1991,1658,1624
4036,253,238,242
4037,598,597,615
4038,120,130,153
4039,336,305,320
4040,313,295,314
4041,625,567,571
4042,279,275,292
4043,242,229,249
4044,190,199,234
4045,514,539,454
4046,82,84,107
4047,200,203,233
4048,227,218,234
4049,324,302,327
4050,314,335,327
4051,251,267,274
4052,215,200,245
4053,520,578,680
4054,521,526,515
4055,1132,1116,1054
4056,354,360,352
4057,5413,4840,3601
4058,861,826,643
4059,1967,1861,1600
4060,416,450,377
4061,1083,1034,940
4062,894,884,875
4063,1723,1594,1219
4064,739,713,738
4065,575,572,560
4066,1219,1163,871
4067,1770,1716,1153
4068,229,225,253
4069,341,351,370
4070,651,680,621
4071,120,117,139
4072,221,221,236
4073,177,180,166
4074,176,172,229
4075,244,249,304
4076,113,120,142
4077,334,309,352
4078,141,141,137
4079,1198,1160,1064
4080,172,171,173
4081,375,366,405
4082,100,101,118
4083,313,311,314
4084,235,249,273
4085,340,327,391
4086,193,201,204
4087,174,182,181
4088,79,84,117
4089,403,408,365
4090,111,115,121
4091,198,219,219
4092,208,205,230
4093,126,132,161
4094,225,240,267
4095,139,155,167
4096,89,95,141
4097,252,278,374
4098,184,200,241
4099,438,475,492
4100,154,164,191
4101,4002,3971,2610
4102,443,450,308
4103,972,1045,832
4104,273,305,273
4105,526,527,482
4106,572,533,517
4107,1245,1235,938
4108,374,392,389
4109,438,456,392
4110,529,582,460
4111,492,517,441
4112,122,132,144
4113,162,201,246
4114,182,204,209
4115,165,163,213
4116,2293,2185,1941
4117,509,498,418
4118,87,78,138
4119,1018,969,985
4120,1409,1210,1207
4121,1861,1896,2150
4122,1354,1176,1268
4123,1280,1119,1321
4124,1643,1493,1496
4125,1891,1758,1736
4126,711,688,717
4127,2145,1973,2410
4128,2100,2291,2486
4129,1355,1210,1243
4130,980,871,961
4131,1164,1033,1099
4132,424,382,442
4133,1154,1081,1044
4134,264,258,250
4135,1310,1133,1248
4136,602,546,526
4137,269,278,370
4138,400,405,400
4139,508,482,448
4140,78,71,122
4141,672,697,909
4142,888,863,912
4143,1147,1319,1573
4144,566,584,564
4145,4150,3839,3663
4146,528,578,555
4147,1270,1215,1408
4148,676,707,700
4149,1968,1735,1778
4150,1953,2124,2152
4151,742,685,1033
4152,986,1022,953
4153,1135,1150,1071
4154,271,292,357
4155,320,345,385
4156,485,515,512
4157,482,526,538
4158,382,365,403
4159,1122,1170,763
4160,247,313,264
4161,207,232,180
4162,1157,1113,746
4163,300,382,351
4164,399,467,345
4165,1223,1357,951
4166,392,460,293
4167,1167,1292,960
4168,147,163,153
4169,1205,1335,947
4170,260,289,231
4171,1084,1153,741
4172,1045,1160,774
4173,1083,1193,908
4174,387,425,316
4175,316,341,273
4176,270,296,249
4177,421,488,375
4178,216,224,190
4179,333,417,309
4180,291,375,230
4181,280,312,268
4182,65,69,83
4183,36,40,49
4184,50,49,65
4185,153,156,212
4186,320,357,344
4187,294,313,328
4188,54,54,60
4189,293,311,360
4190,80,85,77
4191,879,822,837
4192,164,177,144
4193,176,171,197
4194,299,293,313
4195,517,487,555
4196,213,222,225
4197,185,204,209
4198,86,103,104
4199,59,66,60
4200,67,64,72
4201,100,109,126
4202,30,35,46
4203,792,790,659
4204,255,283,304
4205,265,267,273
4206,367,318,356
4207,637,656,649
4208,775,790,672
4209,582,613,815
4210,341,339,369
4211,897,825,801
4212,276,270,296
4213,1240,1170,988
4214,843,829,658
4215,765,728,673
4216,951,947,813
4217,843,817,727
4218,888,878,720
4219,903,934,718
4220,358,361,370
4221,326,314,337
4222,343,339,376
4223,247,247,314
4224,179,177,197
4225,731,762,770
4226,262,322,382
4227,268,264,305
4228,66,55,141
4229,1045,1044,1169
4230,2223,2187,1873
4231,2120,2345,2497
4232,645,703,744
4233,1476,1443,1570
4234,781,845,774
4235,2856,2641,2538
4236,1682,1811,1467
4237,2073,2121,1840
4238,2874,3313,2546
4239,2106,2036,1867
4240,1383,1343,1316
4241,1471,1471,1290
4242,973,935,874
4243,388,410,488
4244,363,403,419
4245,420,499,603
4246,157,150,194
4247,120,159,215
4248,335,385,335
4249,277,304,286
4250,223,264,230
4251,663,677,819
4252,517,590,609
4253,987,1003,1207
4254,650,675,632
4255,1039,956,1132
4256,713,696,553
4257,743,741,903
4258,564,622,588
4259,951,920,995
4260,1101,1211,1442
4261,971,928,1302
4262,541,627,675
4263,702,678,766
4264,523,595,585
4265,252,309,335
4266,592,617,492
4267,650,697,891
4268,172,178,195
4269,55,64,106
4270,309,346,314
4271,226,252,255
4272,55,59,110
4273,647,641,622
4274,481,511,489
4275,1073,982,890
4276,643,644,603
4277,1021,960,898
4278,406,440,401
4279,553,548,586
4280,370,403,413
4281,1344,1343,1017
4282,1163,1192,994
4283,577,580,616
4284,401,384,390
4285,627,642,567
4286,226,243,266
4287,399,420,420
4288,281,303,320
4289,583,662,555
4290,244,257,284
4291,97,93,146
4292,672,671,542
4293,398,424,377
4294,68,55,112
4295,867,926,815
4296,811,765,726
4297,1525,1661,1121
4298,688,676,610
4299,857,773,790
4300,495,463,441
4301,1181,1177,984
4302,576,609,542
4303,1814,1941,1129
4304,1456,1622,1115
4305,766,737,798
4306,731,704,649
4307,707,685,651
4308,381,391,367
4309,349,364,314
4310,369,364,333
4311,491,516,510
4312,503,508,393
4313,310,303,365
4314,1128,1040,1143
4315,824,690,715
4316,230,234,273
4317,1788,1641,1709
4318,1625,1546,1746
4319,1944,2121,2319
4320,835,721,802
4321,2101,1820,2338
4322,769,747,849
4323,2453,2160,2358
4324,1002,960,1046
4325,2191,1885,1989
4326,2366,2654,3099
4327,1541,1366,1665
4328,1167,1044,1220
4329,1637,1499,1622
4330,636,629,732
4331,1103,1049,1056
4332,780,702,834
4333,757,717,913
4334,654,616,589
4335,509,508,379
4336,373,353,296
4337,441,408,301
4338,512,502,428
4339,591,598,548
4340,854,851,736
4341,1207,1226,967
4342,637,582,437
4343,491,464,525
4344,139,128,139
4345,1439,1368,1136
4346,311,296,273
4347,1569,1485,973
4348,1135,1154,913
4349,686,687,672
4350,274,251,272
4351,428,407,367
4352,172,194,227
4353,160,169,163
4354,340,312,265
4355,444,468,344
4356,106,102,100
4357,68,72,75
4358,879,891,883
4359,662,665,603
4360,172,157,246
4361,1717,1668,1686
4362,325,369,399
4363,2190,2280,2090
4364,729,813,852
4365,1760,1729,1578
4366,425,419,302
4367,673,635,776
4368,338,341,335
4369,2709,2540,2101
4370,1572,1584,1662
4371,557,598,669
4372,349,387,442
4373,936,903,870
4374,353,399,395
4375,1130,1145,1117
4376,189,200,212
4377,532,580,643
4378,1308,1261,1078
4379,2358,1995,1620
4380,1063,1200,1186
4381,620,651,535
4382,648,508,586
4383,1883,1888,1825
4384,1802,1822,1834
4385,2186,2588,2487
4386,1129,1114,1094
4387,1519,1361,1592
4388,525,559,545
4389,3951,3667,3398
4390,1137,1198,1309
4391,3996,3831,3367
4392,2996,3733,3323
4393,1697,1664,1801
4394,1083,1118,1211
4395,1499,1458,1702
4396,962,899,1039
4397,693,693,759
4398,993,938,938
4399,1158,1084,1016
4400,309,320,323
4401,316,351,278
4402,526,644,728
4403,772,825,754
4404,86,92,172
4405,903,1040,1046
4406,984,1078,1158
4407,3260,3771,3234
4408,1735,1693,1510
4409,498,490,581
4410,277,274,299
4411,1493,1506,1588
4412,291,331,386
4413,4774,4426,3257
4414,1936,2228,2076
4415,618,665,778
4416,262,270,325
4417,523,532,537
4418,263,278,345
4419,1060,1120,1007
4420,342,346,298
4421,687,728,750
4422,766,816,622
4423,261,243,283
4424,401,380,357
4425,489,491,378
4426,716,722,659
4427,743,831,793
4428,633,641,551
4429,1500,1503,1196
4430,415,412,361
4431,907,882,901
4432,231,231,258
4433,1177,1223,1032
4434,310,303,309
4435,1480,1552,1133
4436,1322,1377,1126
4437,779,780,850
4438,483,512,483
4439,458,482,443
4440,305,335,351
4441,675,718,618
4442,372,371,324
4443,436,408,400
4444,853,907,635
4445,204,219,212
4446,189,201,197
4447,109,78,102
4448,114,99,122
4449,212,226,253
4450,273,235,249
4451,235,218,379
4452,85,65,100
4453,271,238,315
4454,110,100,135
4455,280,262,440
4456,204,197,211
4457,284,253,274
4458,263,239,270
4459,396,363,447
4460,211,212,217
4461,255,227,235
4462,139,158,170
4463,122,130,149
4464,136,146,159
4465,120,121,151
4466,129,107,118
4467,362,375,410
4468,380,406,423
4469,447,432,414
4470,244,258,301
4471,1489,1552,1442
4472,1106,1120,1016
4473,1297,1348,1619
4474,449,432,461
4475,796,721,1142
4476,275,272,312
4477,2110,2048,2002
4478,484,479,484
4479,2144,2005,1980
4480,1889,2005,1977
4481,1297,1338,1434
4482,550,566,611
4483,573,580,650
4484,492,499,534
4485,654,675,667
4486,325,319,320
4487,471,512,558
4488,635,626,569
4489,460,490,523
4490,191,197,275
4491,210,213,230
4492,323,325,390
4493,381,417,536
4494,513,578,532
4495,1294,1324,1229
4496,174,183,226
4497,592,571,655
4498,143,151,211
4499,1571,1601,1461
4500,242,254,293
4501,1379,1258,1128
4502,1006,1023,1008
4503,1327,1384,1270
4504,240,268,310
4505,284,275,329
4506,202,219,296
4507,254,279,292
4508,91,91,142
4509,246,251,316
4510,223,216,220
4511,27,21,44
4512,30,25,53
4513,47,39,52
4514,24,19,47
4515,72,54,92
4516,200,184,197
4517,392,419,338
4518,173,144,127
4519,50,41,80
4520,41,33,64
4521,124,103,131
4522,43,39,62
4523,414,405,315
4524,203,167,207
4525,44,45,76
4526,74,67,86
4527,83,76,95
4528,25,21,53
4529,88,83,85
4530,41,32,57
4531,52,52,70
4532,69,63,63
4533,778,768,443
4534,207,220,211
4535,105,104,106
4536,678,660,412
4537,529,559,427
4538,362,367,282
4539,640,625,465
4540,149,135,125
4541,1169,1175,863
4542,153,172,154
4543,1465,1467,914
4544,211,251,197
4545,403,412,321
4546,374,404,326
4547,1382,1388,842
4548,391,394,295
4549,364,385,291
4550,404,424,287
4551,234,269,200
4552,248,273,207
4553,193,224,201
4554,119,110,81
4555,346,331,272
4556,156,160,160
4557,90,92,88
4558,276,237,239
4559,287,298,297
4560,206,209,225
4561,381,370,343
4562,94,85,91
4563,553,580,532
4564,104,109,118
4565,740,730,613
4566,133,135,143
4567,249,234,232
4568,221,225,239
4569,681,696,596
4570,249,224,242
4571,220,215,232
4572,237,242,246
4573,153,149,147
4574,145,131,151
4575,124,125,134
4576,73,69,68
4577,565,565,369
4578,227,275,221
4579,116,132,113
4580,622,693,460
4581,412,460,360
4582,265,292,232
4583,504,527,418
4584,134,153,138
4585,906,986,768
4586,134,157,139
4587,986,1037,798
4588,174,199,164
4589,289,324,271
4590,296,333,269
4591,879,911,742
4592,378,420,309
4593,265,330,258
4594,243,310,229
4595,221,269,194
4596,182,208,190
4597,163,202,181
4598,91,108,85
4599,135,150,137
4600,48,56,54
4601,28,31,37
4602,130,126,124
4603,120,130,136
4604,110,118,124
4605,159,161,198
4606,26,29,37
4607,138,145,162
4608,30,37,44
4609,300,324,361
4610,38,49,50
4611,98,93,149
4612,66,56,113
4613,285,306,358
4614,71,79,78
4615,66,76,82
4616,42,56,55
4617,54,62,64
4618,38,46,46
4619,49,61,65
4620,29,34,31
4621,433,472,398
4622,172,190,194
4623,135,148,143
4624,350,363,302
4625,450,497,422
4626,328,340,294
4627,479,523,490
4628,122,131,143
4629,568,673,661
4630,100,111,136
4631,835,894,815
4632,220,240,220
4633,431,444,397
4634,338,360,356
4635,892,892,948
4636,311,332,284
4637,311,342,284
4638,192,232,233
4639,368,435,316
4640,156,163,189
4641,223,277,256
4642,141,144,136
4643,277,306,290
4644,118,134,149
4645,110,111,112
4646,196,211,215
4647,260,273,284
4648,207,229,229
4649,437,465,421
4650,94,96,109
4651,426,422,487
4652,89,96,109
4653,589,571,566
4654,149,162,169
4655,295,303,295
4656,247,254,263
4657,364,370,507
4658,279,305,265
4659,243,256,251
4660,168,175,202
4661,121,134,146
4662,87,93,118
4663,103,120,132
4664,93,88,104
4665,347,392,385
4666,167,171,189
4667,125,126,129
4668,688,720,594
4669,386,407,422
4670,252,244,257
4671,376,439,537
4672,106,101,126
4673,750,751,838
4674,134,127,149
